,title,lable,score,link,time,count,comments
80,撕裂婚姻谈判动画《12年》,动画,7.6,http://www.vmovier.com/49861?from=index_new_img,2016/8/18,585,12年的时光却变成了一句无足轻重的谢谢 这个与之前兔子和蛇的好像啊 还以为会不会是同一个出处呢 表情到位。。 三维挺棒 确实效果挺好的，我觉得男狗眼镜的反光有点太硬了 直接开干让人看的真是爽啊！ 小编，是戏谑，不是“戏虐” 12年！换来的只是一句轻蔑的谢谢 呵呵，如果他是一支大dog 棒！ 不错不错 狗也说英语吗 不止是狗 外星人都说英语 得了便宜就别卖乖了 全身心付出的12年，换来一句 ---- 谢谢你。可悲的婚姻。 有时婚姻敌不过白云苍狗 表情精细、对白带入，结果狗血 婚姻呀到底是甜还是苦，慢慢体会吧！ 苦甜混杂，不忍放手 最後好屌！ 我怀疑是用了面部表情捕捉工具 不然工作量会非常大 而且考验动画师的表演能力 刚看到1分钟 迫不及待的赞一下 连动画 非真人 演技都那么好 表情多变而细腻 佩服制作人员对细节的把控 
81,悬疑轻喜剧获奖短片《麦田怪圈》,科幻,7.9,http://www.vmovier.com/49713?from=index_new_img,2016/8/18,356,"获奖？什么奖？Excuse me,真的不觉得哪里出彩，100分满分的话，我只能给它50 我有个办法。你去拍一个 恕我直言，我真不觉得这个片子能获什么正经的奖项。 上面那位不过是在表达自己的想法，说的虽不好听却也不置可否。而你的回复看起来就跟那些对着影评家说你也去拍个的人一样，殊不知博采众长才利于成长。 PS那里不是有说获什么奖吗？服了，自己不仔细看，不好的地方又不说出来。 这是苞米地啊 外星人是用卷尺来量距离的？作者也太小看外星人的科技了，じぇじぇじぇ。。 麦田怪圈不是这样的好嘛？它虽然被弄出形状，但是不会影响植物生长的，怎么会是像这样被压平的，好扯淡 悬疑 科幻 轻喜剧 获奖 短片 真没看出来 关于外星人悬疑短片整个气氛与节奏都 掌控的很好 好像有一个模仿星星爷的一个短片导演，好像也拍了一个这个题材的 可以的 外星人来苞米地偷苞米 好看 麦田怪圈，明明是玉米地 我想麦田就是欧美国家的人自己做的 这外星人砸就不来这儿压麦田 **kko'z'fgz'kqdhrzqrd。q 巴啦啦小魔仙2333333 +1 如果我看见这么萌的外星人我一定不会叫的，直接晕倒 被萌得直接晕倒 哈哈，那个女导游很有戏 我一直都相信麦田怪圈是外星人所为 偶也信 UFO ET ～～～?宇宙这么大，坚信其他星球有生命！ 麦田怪圈有各种解释不能把所有论点都推翻……外星人又不是没事儿只跑到地球在麦田里画圈圈 对，真希望you yi 麦田怪圈能有人解释啊 它们的紧身衣不错 玉米田里事真多-.- ……不，还有高粱田（“红高粱”）?? 外星人，快把我带走吧 那个帽子也是醉了，是和万磁王的一样防止外星人读到自己的思想吗？ 估计是23333 "
82,来自松下的可爱设计《从生活出发解释电能》,广告,7.8,http://www.vmovier.com/49862?from=index_new_img,2016/8/18,275,我想知道日本人有多少是被电瓜的 这个广告好清新，，，，让人们关注环境 非常喜欢松下这个企业，很实在 你知道电是如何产生的后，你眼中的光会愈发不同。 广告做的好就是不像广告， 能量处处在，神奇 不知道为啥我想说，节约资源保护环境是我们每个人的责任！ ！ 做广告真是需要无限大的脑洞 超级可爱 超级用心的可爱 橙子那个好神奇啊，时不时所有水果都存在电能？ 建议选酸性较大的像柠檬橘子之类，这和PH值有关。具体原理百度“水果电池” 大部分能量来自锌片 绝对棒棒的 让小小的电池也变得有温度了 不知不觉拉近了我们和电能的距离 有种6666的赶脚 可爱，喜欢这种清新简洁的风格 确实创意好，赞！ 
83,人生正能量励志短片《抉择》,励志,7.7,http://www.vmovier.com/49866?from=index_new_img,2016/8/18,1260,……路是我们走出来的?，人生是本书，生活是张纸，我们每个人，都是自己故事的书写者…………加油！每个人…！ 说得好 ?????? 自己的人生自己写 片头转硬币到片尾硬币停下正映照着全篇主题：选择的困难。而且影片采取的是黑白色调，我觉得这在某种程度上也暗示着人们在面对一些难以决断的选择时的无力感。所以，那句话说的好：当你不知道怎么选择的时候抛硬币吧，当你看到结果时心里所想的也就是你要的答案 赞 希望字幕是英汉同屏 有人知道背景音乐是什么吗 改变是痛苦的… 知道不去做，等于不知道。佛家说，人在世上有愿力和业力两种。愿力大于业力的人，不忌惮，无论生活多么清苦，一心成办事业。业力大于愿力的人，因循度日，随波逐流，即便知道是非，也难以付诸行动。 just do it 情绪 视觉化，挺棒的小短片，抉择，音乐也挺有意思。 说实话，即使视频的题材不是我喜欢的型我也会点进来看文字，写得极好的ヾ ^_^? 完了，都很好看！ 从前，我每做决定时，我的脑子里总会有两个小人，他们相互争斗，使我犹豫不决，那使我痛苦，后来我掌控了自己，我亲手杀掉了那个总是提醒我退缩的小人，只留下了一个，叫做一往直前，此后，我挺好的！ 老奶奶说，“我应该如何做”显得更成熟，所以我们就应该放弃“我想如何做” 吗？不，因为路是我们走出来的 最起码“想如何做”决定“应该如何做” 嗯哼 不管人生有多少种选择，只能选择一个；无论人生的路多曲折，也只能是一条单行线。如果早知道了结果，也就无需选择了。做自己想做的是任性，做自己该做的是成熟，该做的恰巧又是想做的就是幸运了 真实，触动人心的两分钟 加油 看完让人好难受，但这就是事实，每个人都有自己的难处 希望自己能果断些，别患什么选择恐惧症，任性如我 有得选和没得选一样让人为难 你不能决定你的人生，但是你可以选择生活的方式 
84,小小艾草大用处《造物集》S04E07,生活,7.5,http://www.vmovier.com/49867?from=index_new_img,2016/8/17,358,太好了。 终于舍得让他媳妇露脸了?? 俺准备亲自做一个！ 哈哈 早该推荐这简单有效纯天然的驱蚊方法呀。蚊子的嗡嗡声就像轰炸机，恐怖得睡不着 积极 狗狗，狗狗 狗狗好温顺呀 艾草和艾蒿是一个东西啊，哦哦 赞，这个环保又实用 看着，仿佛都闻到了药草的香了 老祖宗留下的宝贝 喜欢，准备去淘宝店来点。 我觉得第一个感觉好健康哦 都很简单也很实用，哈哈 有这么多用处真是宝贝；） 不错不错 用了艾蒿百毒不侵！哈哈 
85,大龄男孩追爱记《不能先说我爱你》,剧情,8.1,http://www.vmovier.com/49857?from=index_new_img,2016/8/17,410,先亮底牌的人人往往就失去了主动权，就是这样的 不觉得 我都是先说 以诚待人心口合一 失去主动么？。。如果对方喜欢你你也不会失去主动。。如果不喜欢你只是玩玩你也能感知到 我想知道背景音乐是什么? 看完竟然很感动 所以黑人也有牙黄的~~233  我的天 血一般的教训 so clever you are(心机如你)！ 真是血的教训，往事不堪回首 今天就体验了一把血的教训。难过了一天～ 我很喜欢和你上床……什么话？不是找踢吗！ 求女主唱的那首歌的歌名！！！ 不能先开口 女主好美啊，像泰勒 欲擒故纵才行，一上来就表白，不能这么着急啊 欲擒故纵-----故纵成真，跑了咋办 哈哈哈 大爱里面的色彩，搭配，隐喻都是极好的。 这么帅的小伙子，怎么会找不到女朋友 缘份 他的基友是不是喜欢他？ 床上的“我爱你”只是XX的兴奋剂……我爱你，真的很神奇，…但是，这声音，一定要从心底发出来才好……? 握草，王不留行，全职高手里的？ 人家妹子还没想跟你谈恋爱呢，你就放这么重的话，能不吓着嘛?? 
86,神结尾恶趣味动画《月从天降》,动画,7,http://www.vmovier.com/49858?from=index_new_img,2016/8/17,774,小男孩死的时候我不由自主地“厄”了一声 结局(′?_?`)啊哦哦哦哦 我心脏不好~ 这是反套路？ 呵呵 毁童真 呵呵 呵呵 我小时候大人老说不要指月亮，不然会割耳朵，现在只能说，月亮会掉下来?? 路飞嫁到海贼王就神作了 跟我想的一样，嘎嘎嘎 这个血案结局虽然很意外，但不得不说挺烂的，感觉前面制作的那么精致都可惜了 想不到的结局，鬼节吗 ......这结局 好奇害死猫 是小男孩做的噩梦吧 少发点这种！ wtf 还在纠结他的手指尖那么平的时候砸我一脸血 醉了。。。 wtf，，， 这尼玛，毁梦想 
87,送给奥运失利选手的诗篇《信仰荣光》,广告,7.7,http://www.vmovier.com/49860?from=index_new_img,2016/8/17,501,观念的转变 需要时间 46秒凸点了 估计导演是加拿大人 说实话，这鸡汤不咋地 失败可以被接受的前提是做了最大的努力。 我们欠刘翔一句道歉 刘翔是英雄 他的荣耀属于他自己，因为他为此付出了青春。这是黄种人在速度爆发的田径项目中的第一块金牌。不过之后他的做法不讨人喜欢。民为水，翔为舟。水能覆舟亦能载舟。是国人的各种愚蠢害了他。各种方面的。 悲情英雄更让人荡气回肠，致敬所有的英雄 每一个参赛选手，都是用生命在比赛，不论结果好坏，他们都是很棒的。 加油！ 这届奥运会还是很精彩的 住每位选手都能实现自己的价值 祝大家好运 运动员的训练强度真的不是谁都能坚持住的，尤其是对那些退役了又重返赛场的人来说，要付出更多努力 之前看举重，看得我好揪心啊 真的，看着都帮着使劲。 确实，有好多国家到现在也没有拿到金牌，但还是一样积极参加奥运享受奥运 此片的出现与目前形势吻合，鼓励失利的运动员再好不过的。但是感觉翻译好像有些问题。 说的很多，赞 4年一次的奥运会需要多少努力啊 台上一分钟，台下十年功 
88,补考前暴虐喜剧《选择题》,剧情,8.1,http://www.vmovier.com/49852?from=index_new_img,2016/8/17,1023,这个姜有点辣 看了三次，每次都觉的喜剧感爆棚。 我们好像做过这个英语阅读理解 构思精巧 这个很屌啊～～～ 哈哈哈哈哈 弄爆轮胎他们三个不都在场吗？为什么不知道？ 好像没有弄破轮胎。。。。 你大爷永远是你大爷 最显而易见的东西往往最容易被忽略，结尾用到了囚徒困境，显然教授是个博弈论高手 怎么才能做到优秀的电影节奏 哈哈哈 美式喜剧风， 呵呵呵 主人公难道就不能向老师解释下吗 已经修好了胎 要不怎么开回学校？ 发现个穿帮之处， 0:31地面是有落下东西的 0:34可以发现地面上的书、纸等杂物都不见了 ，几乎一眨眼的功夫 而且主人公冲出来时并没有弯下腰捡起资料的行为发生的可能性 同样有发现 才来看评论有没有人发现 老头露出了神秘的笑容 哈哈哈，笑死我了 这三哥们昨晚在宾馆里干嘛呢?? 哈哈哈，最后一个镜头亮了 哈哈哈，一个谎言的代价 
89,感人纪实回忆录《外祖父的空房间》,纪录,7.8,http://www.vmovier.com/49824?from=index_new_img,2016/8/17,163,求片中的插曲 没有太过激情和煽情的对白，但从画面就足以使我眼眶湿润，行色匆匆的人群和凝固的房间产生了强烈的对比，我是个念旧的人，看见一个物件，也许我就看见了与它与他们的所有时光，也许是一个世纪那么长，有些画面我们再怎么刻意也想不起来了，但是它就在那里，我们爱的人就在那里，虽然外面的世界变了模样，好久没有回外公外婆的老房子了，想他们了……实在写不下去了，好难受，希望他们在另一个世界都好，也希望我们能找到一个伴随我们一起变老的人 芦荟 真的代表复活啊？ 时光流逝，物是人非 文案 与 流光的岁月画面，和类比画面剪辑。触动一个人，绝对不是用狗血的 没有太过激情和煽情的对白，但从画面就足以使我眼眶湿润，行色匆匆的人群和凝固的房间产生了强烈的对比，我是个念旧的人，看见一个物件，也许我就看见了与它与他们的所有时光，也许是一个世纪那么长，有些画面我们再怎么刻意也想不起来了，但是它就在那里，我们爱的人就在那里，虽然外面的世界变了模样，好久没有回外公外婆的老房子了，想他们了……实在写不下去了，好难受，希望他们在另一个世界都好，也希望我们能找到一个伴随我们一起变老的人 人生就是一个个相似的循环，不计其数的循环，想想真没意思 不知所谓 离开的人或许永远在你心里，可恍然发现，关于他/她，竟没有一点点影像资料保留在身边。 人去楼空，人----去了哪里，空下的又是什么？ 人生苦短 一个人的墓志铭上呢写下些什么？一辈子那么长，又那么短 对自己好点 就像是蜗牛的空壳，证明它来过 我已开始还以为他要讲人生呢，竟然只是一个家庭故事，这么含蓄 时间和空间是永恒的，你我不过是匆匆过客 记忆可以保存多少年，怎么证明你来过 片尾植物明明是芦荟，代表着复活，人虽死了，记忆犹在，死者复活在影像和记忆里。 哈哈哈，确实是芦荟 
90,发人深省励志短片《死亡警告》,励志,8.2,http://www.vmovier.com/49814?from=index_new_img,2016/8/11,1934,"没有一粒尘埃出现在错误的地方 剪辑和镜头调度很赞了！但是色彩的变化也令我很嗨啊！最深刻的是老人躺下之后那段，黑暗情节直扑内心! 这这这片子在哪拍的!？我找到一套关于废墟的图片，都在这个影片中唉。。。 哇哇哇 好厉害 好赞 大赞 好流弊的摄影 和 剪辑啊 震撼东京 类似 演讲赞，画面赞，主题突出！ 向死而生。 酷喔 很棒 水中倒影那个镜头到栏杆切出来的镜头怎么做的啊？ 魔 啥意思呀？ 航拍还可以这样做。。 看星际穿越就有一种死亡的感觉 推荐vimeo上另一个大神，Matty brown,非常赞 片子不错 但是它传递的哲学有点不对味 因为他体悟到的终极生命 只不过是我们还是婴儿时就自带的 唉 死了就死了吧 不过如此 闭上眼，就这一世间 迈亲？ 我一辈子都在学习死，学习处于死的状态，一旦我认真学习的死到了年前，我到反而害怕了，那不是笑话吗？----苏格拉底 石雕是谁 这镜头运动太屌了怎么做到的 没有人想死，即使是去天堂，也想活着去。 怎么重复推荐。。。无语了，小编在哪里 仔细看，最新推荐的是可以滑动的 原来如此，谢谢?? "
91,运动员坚韧成长史《完美无法定义》,运动,7.6,http://www.vmovier.com/49805?from=index_new_img,2016/8/11,302,完美，美 要从娃娃抓起！  看到最后是广告，真是措不及防 也是万万没想到 运动处处在，广告无处不在，哼 ...我去，我就说最后的奥运五环怎么看得这么别扭。。。。 拍得很精细 用什么机器，多少帧率能拍出这速度？求问~ 交叉剪辑很赞 不只是“完美”，对任何一件事要想深入认知，都要经过去标签化这一步 无法定义……嗯哼 因为太出色，所以无法被标签化 最后落地时那个笃定自信的表情太帅气了 喜欢女孩小时候脸上骄傲的神情 
92,巧遇同路人暖心黏土动画《看见》,动画,7.9,http://www.vmovier.com/49798?from=index_new_img,2016/8/11,713,看略缩图就觉得风格特别像贾科梅蒂啊! 本以为要独自走完全程，却发现有人同行。搓中泪点，什么叫你根本就孤独，但还是希望自己能够遇到同行的人 这样的世界，不能理解。 哈哈 卡贴布推进 图解炉具退 很佩服，就是光整这些东西都很费功夫 我们眼中的世界也许本就各不相同 途径直 啊啦卡巴 图了腾 兔兔她 不敢 能用我自时阿卡丽，图库贴 兔兔 她贴图库 凄美的小提琴曲在耳畔萦绕，心随之感动 噜噜噜图他图图解炉具退 讨论 了啊 离镜头进兔兔兔兔 徒徒秃及 同居秃噜啊 两个人相遇，没有过多寒暄，就已经知晓彼此是同类人，一开口问的不是“你也看不见吗？”而是“你的故事是什么？”这种默契太美好了 他们眼中的世界。比你我想象的要更加丰富 结尾是什么意思？是回忆？是幻想？还是只是隐喻聚散匆匆？ 那两段曲子真的是很好听 认知世界的不同方式……走心！ ……听，触摸，感受…………想象，…无论眼睛是否能看见，爱无疑是最美最温暖的风景? 今天来得真早 哈哈，因为有预感你们会上传视频?? 来， 流动的色彩，生动的音乐，还有深情，有很多情绪可以寄托在这里 他们虽身处黑暗，但却比诸多茫人更加绚烂。 相遇很美，遇见“同类”更美 
93,纯情对望爱情短片《沉默的爱》,爱情,7.6,http://www.vmovier.com/49810?from=index_new_img,2016/8/11,994,"纯美的爱情，两个人每天坐在同一班车上，坐在同一个座位上，只为等待对方。虽然女主换过几个不同的男朋友，但是心中爱的还是那个他。美好的结局，完美的爱情 没有男朋友 我常想，可能那些插肩而过的人因为缺乏主动，而丧失共度余生的机会。一句主动问好，说不定能改变很多事。 背景音乐是什么 这么渣的短片竟然也能算微电影· 经常关注的网站 别给做烂了· = =马的 智障 妈的智障 拍摄的时候演员沟通有问题啊，男主人公最后画画的那一幕，笔记本翻页有问题啊，不可能这种漫画从前往后画最后这样翻啊，难道你没事儿会倒着画画？不过其它的部分挺好的 Yes上是个叉，她拒绝了 nonono，外国对的用叉，错的用圆圈 在国外，单选题打勾打叉画圈都是选中的意思 很喜欢这个剧情 结局、、、、茫然 其实觉得这个短片的音乐和片子严重脱节，不单是节奏上的问题，这个音乐本身就不是根据片子编的曲，而是audio jungle上的免税版音乐，配乐在片子前面一处也有很明显的剪接痕迹，整体来说并不能算很精致的短片。 反正听不懂， 明明虐狗节已经过了，可为什么还... 就当是教学片，学点实战的技能 女主声音好温柔啊，意大利语好好听~~~ BGM: Tim McMorris-Live and be free 诶，我没有看到片尾有说bgm是什么(""▔□▔) 感觉很清纯很初恋的感觉 但是又多了一种社会上的含义 多了一种身份。爱情是属于每个人的权利 与生俱来的 不受控制的心跳加速 超棒 寻觅到--内心--深处一种《觉》 也就是说，撩妹，还需看你的技能点加的足够用 男主角帅 流口水 找着一个同名的！ 喜欢这种暖暖的片子 美好的憧憬，但女的最后那样的表情，让我感觉结局不太美好 最后同意喽，哈哈。女孩选择了yes 怪不得没有马上开口，原来是聋哑人。 世界上有多少纯粹的爱情，都被腐蚀的太严重 现在是物质爱情的时代~ "
94,超萌手指广告《有你在真好》,广告,7.7,http://www.vmovier.com/49804?from=index_new_img,2016/8/11,426,"好暖(?????????) be together,not the same。和而不同 想起手指饼干 还真是萌呀。 萌化了！！！！ 真心佩服 动动手指，一切办妥 用手指创造出无限的可能，无限的未来，安卓的广告果然给力 手指剁掉剁掉~ 好卡好卡…………………… 最后果然华丽丽 从来没用过安卓系统 这个广告赢了，花不了多少钱却达到了非常好的效果 好有想象力，赞 来来来，我们来比试比试 安卓……哈哈，可爱的手指……真是创意大大滴有 省钱的创意大大滴 ～(￣▽￣～)~ 动动手指，世界大不同 好可爱啊，超级喜欢 要不要这么可爱啊 可爱的萌翻了 萌萌萌！ "
95,清透修复乳《造物集》S04E06,生活,7.5,http://www.vmovier.com/49817?from=index_new_img,2016/8/10,363,"来看看瓶瓶罐罐?( ""? )???? 天天这个鬼东西放在首页 什么鬼 哈哈，我来看狗狗 我觉得我也可以开家化妆品公司什么的啦 我是因为喜欢那些瓶瓶罐罐才来的 清澈通透的瓶瓶罐罐，看着就清凉 不错 快来救救我的大油脸 沙发 今天这个还比较溶液 果断买一瓶 夏天去油，这是一个永恒的话题 每周三，坐等更新 "
96,游泳名将菲尔普斯动人广告《最后一战》,广告,7.8,http://www.vmovier.com/49801?from=index_new_img,2016/8/10,1132,求bgm啊 拔火罐那个哈哈哈哈 帅 美国安德玛 安德玛。。。厉害的牌子。。。 这背景音乐好听 是什么 BGM：The Last Goodbye - The Kills 文章最后有的 ?? 针对这个，网上段子手们是这么来侃着玩儿的：洋人仰慕我天朝上国的医术，却只学了皮毛。学会拔火罐，而不知拔火罐后不能碰凉水。体操队员也就罢了，居然还有游泳运动员也拔。哈哈哈哈哈，这些人七日内必寒气入体啊！！！ 冰火两重天???? 留胡子的菲鱼好帅呦 人本平凡 差在自制力 看不懂说什么啊 这算什么，李宁在个人生涯里得过106快奖牌 一个伟大的人！ 被推送笑进来的 拔火罐走向世界?? 一项神秘的中国传统民间保健项目惊现屏幕，那就是“拔火罐 歪果仁竟然也会拔火罐？！竟敢山寨我大天朝！！！ ??外国人 这腰...要是在床上...... 滑稽笑，活捉一只基佬 他宛如一条大鱼 哈哈哈，拔火罐真的让我眼前一亮，看时不知道为什么会用到这么个镜头，看完小编的话才稍有了解。 UA 韩国人又要出来说，这是韩国的！ 哈哈?? 
97,混剪：爱在旧时光《颜》,混剪,7.9,http://www.vmovier.com/49722?from=index_new_img,2016/8/10,2158,"爱上你，竟花光我所有的运气。或许爱在最美的时候戛然而止，才是最完美的结局，也是最悲的结局，亦然是最难忘的结局。 不知怎么的 国内出现很多烂片 看看老电影的摄像机走位 灯光等 感觉比现在要的很多 现在唯一好的就是画质比以前好而已 仅此而已 走位？你他妈再说一句走位？ 我就说了 镜头走位 你咬我 很不错啊~！节奏，音乐，情感，都很棒~！而且我感觉整个视频就在将一群人的爱情故事啊，而且根本没有违和感，我没有太在意视频里的配音里的文字，只是把配音用作背景音乐了，感觉也很好啊。这种片子用越大的屏幕越有感觉，因为不是大特写镜头拼起来，你们那些手机狗们所以看着不爽啊！！！哈哈哈，片子真的很棒~！ 真的是棒棒哒 感觉有的地方过度得有一些生硬 我爱的她，她对我没感觉 旁白把视频毁了 那你把声音关了看啊 以前的美各有风情 现在。。 如果没有中间文字的话我感觉会更好，而且是翻倍的变好。 不好 没感觉 解说不喜欢，背景音乐没有起伏 解说不太搭 很多没看过 这些电影我都看过，这些故事我都忘了。唉！ 明明只是光影 为何你我却都偏偏动了情 心在，情方动 概然是剪港产片为什么不用原音呢，我看很多所谓的混剪粤语片，但很多都用了配音，对此我觉得很不能接受，我不是在挑拔国粤语，我只是想剪片的人尊重原音，不要因为怕别人听不明白什么意思就用配音，这样决少了原音原片本来的味道，这样剪的片最终也是缺了本来的味道，不好意思，这片我是看不下去了! 你不喜欢就别瞎逼逼！ 还好，周星驰御用配音石班瑜是多少人心中的经典啊！！ 你不喜欢我写的东西可以不管，但你又回复，回复的又没素质，你这不就是说自己了吗，不喜欢还瞎逼逼的回复,看完别回了，回了就真傻了! 同志，我怎么觉得你回了更傻 。。。 同志，你跟他是一伙的吗？怎么就不能好好说话呢，留个言都侮辱人家，把人家想表达的意思都忽略了，这样回复几个侮辱别人的字，让别人又教训一下你，这样有意思吗？有本事就冲着我本来的文章来给意见，没意见的别在这里回侮辱别人的语言，你这样的跟别人购通，你语文老师知道吗!语言也会伤人的,文明人。 混剪本身就是二次创作 肯定会带有创作人的主观情感 为什么不用原音就是不尊重呢 那你这样说是不是也是不尊重这部混剪的作者呢 人家同样是花了心思 时间 精力 付出了感情啊 不要动不动就上升到道德高度好么 至于原片的味道 一千个人心目中有一千个哈姆雷特 你要是觉得不符合你心中的经典 你不喜欢人家做的东西可以不管 但你有回复 回复的又没有素质 你这不是在说自己了吗 不喜欢还瞎逼逼的回复 看完了别回了 回了就真傻了！ 同意楼上的看法。本来就是创作来表达作者的某些情感，何来的不尊重？人家又不是给你定制的片子非要投你所好。。。自己喜欢吃辣的非要说人家喜欢吃甜的不是。 忘不了的爱在旧时光 爱上她的眼睛 美言：放肆地哭，无悔地笑，，，入得了眼帘，合得来心意，，，双眸永难忘却！！！ 我不服，为什么小编不提一下哥哥张国荣 哈哈哈，哥哥绝对是男女通杀！ "
98,皮卡丘PK好基友之《精灵宝可梦GO》真人版,剧情,7.9,http://www.vmovier.com/49727?from=index_new_img,2016/8/10,589,哈哈哈笑死 妹子好漂亮啊 这要是有真人版！ 国内什么时候能玩，好期待～ 虚幻的疯，恐怖 国内不能玩哎 有点恐怖?? 童年主角终于要登上大银幕了 妈呀，这是个恐怖片啊 十万伏特 ……皮卡丘…… 皮卡丘～ ? 什么时候开放国服？ 哈哈哈哈，《名侦探狄仁杰》之后有了《名侦探皮卡丘》 可以预见，真人电影《名侦探皮卡丘》出了必火，不同于与魔兽，口袋妖怪的受众人群更广，情怀更深，不论是游戏还是动画，都是80后90初的童年，男孩也好女孩也罢，当年的我们，谁没有个口袋大师梦，非常的期待，希望剧情好点，国产电影的特效现在做的都还不错，可以在剧本上多下点功夫。 疯了这是~ 自制的也算不错了，期待真人大电影，不过《名侦探皮卡丘》怎么听着怪怪的 可以预见，借VR AR的东风，一大波游戏IP将迎来第二春 
99,色彩较量幽默动画《油画》,动画,7.9,http://www.vmovier.com/49806?from=index_new_img,2016/8/10,310,蓝色的好像小小 感觉胖子按部就班 瘦子随意自然 一幅画融合了感性和理性 哈哈哈，够有趣的创意，赞！ 憨憨的胖子，精灵般的瘦子，PK PK ，有趣的PK 哈哈哈，一幅油画就这样诞生了 创意不错 Color 想起韩国综艺，“撕逼名场面” ??最后反转 打架桥段，溜溜溜！顺溜的溜！ 起先是蓝白红 然后蓝红相争 应该把炸弹设置为绿色 最后把法国炸得一团糟 这个可以有，作家写文就是文字的较量，厨师炒菜就是蔬菜的较量…… 哈哈，对，这个不可以没有，较量无处不在 所以画家作画就是左手和右手打架 放学别走！ 穿了蓝裤衩的大白 好像减完肥的米其林轮胎 这灵感的来源不就是任天堂的知名游戏《喷射战士》 啥？ 
100,初见东京延时摄影《你好，东京！》,旅行,7.6,http://www.vmovier.com/49726?from=index_new_img,2016/8/10,576,转场很棒 真正的都市只能说东京了 东京的繁华程度以及跟人流量都不是纽约，上海能比的，胜在中国有香港 这个镜头切的很有趣啊，升格加延时，这是怎么做到的？求幕后！！！ 想问问过渡是怎么做到的 过度问题知道怎么做的了吗？ 网上搜了下 应该有放射性模糊转场和别的转场 AE可以做 Pr需要插件吧 谢谢 sigoyi 摩登都市我只服纽约，东京和首尔香港有种说不出的感觉，感觉差点什么，我们的上海就不说什么了 首尔就算了吧，应该再加上伦敦 想学习这个的后期！ 抱歉回复错了?? 5D3能拍升格！？ 通过AE+Twixtor 可以实现不错的升格 好棒ヾ ^_^? 稀饭 想起了我弟一次去东京的经历，被震撼到了。在商业区过马路确实是一种不一样的体验。人潮澎湃！ 十字路口斑马线上人潮澎湃的场景--震撼 想去和服体验馆 剪辑还可以，拍的素材一般般，没有显示出东京的特色和不同之处 赞赞赞 你好，东京 不夜城 喜欢 想看《迷失东京》了 不由觉得我应该去日本旅个游 我也是 哈哈，确实发现延时摄影都好喜欢去东京啊 因为是不夜城啊 你去就知道是什么节奏了 不分白黑 
101,泰国去套路可爱广告《美味过后》,广告,7.9,http://www.vmovier.com/49755?from=index_new_img,2016/8/10,1019,广告好，因为他们有一个好的甲方。在中国，提案这种创意，直接出局 虽然很不想承认，但你说的很对。 哈哈哈哈哈，………………虽然不喜欢泰语的语调，可是广告真的很棒呢！！！……呀呀呀，点赞，扩散……? 泰语的语调很有亲和力 就跟广西壮族话差不多 反而是韩国的前轱辘不转后轱辘转思密达超级难听 ……或许吧，每个人对待事物都会从自己的角度去看待……广西壮族话挺喜欢…怎么听也不觉得泰语像壮族的方言 灵感如泉涌 最牛逼的应该就是一个商业广告变成了一个公益广告吧。。。。大赞 完美的阐述了品牌形象，用幽默轻喜剧方式，两个男演员表演的挺好的呢，思考 与 行动表达方式不错 打破套路，打破常规 手撕鬼子1000人，也赶不上泰国广告一分钟过瘾。墨守成规难成器，打破传统才该是传统。 广告我只服泰国 笑出眼泪了，泰国广告都很牛逼 屌爆了 真的好 我就想说 ！完美！ 泰国的广告总是出人意料，蕴意无穷啊 很好的创意，一方面主题突出，又与受众互动 总感觉泰国盛产人妖，跟泰语有关 萌萌的小“妖女”，卡哇伊 泰国人就是会拍广告 就服泰国的广告 很好看 跟可口可乐的一个好像 当有一天我们回归用手抓饭吃的时候，就物尽其用了 
102,坚守信念体育短片《不寻常的奥运代表团》,运动,7.9,http://www.vmovier.com/49791?from=index_new_img,2016/8/9,836,极端的民族主义，是战争的温床。域民不以封疆之界，固国不以山溪之险，威天下不以兵革之利。  点赞 将田径、游泳等奥运项目与现实中逃避战乱的真实场景结合，令我的心突然抽痛起来，泪奔~ 世界上每一天都在发生战争，希望人类不要那么贪婪。希望无辜牺牲的人越来越少 祈祷世界和平 这才是奥运所代表的精神 不为荣誉，不为自己，只是想让你们知道还有万千难民 封面党 我很庆幸，生活在和平年代，那个逃难的，看过一个报道，就是警察打人的视频，感觉很心寒。大家应该记得那个绊脚的记者吧。 拿金牌了???? 能让人们感动的片子都是好便宜，事件无对错黑白，每个人的角度不同，答案不同，只是但愿人们幸福安康，就片子来说，内在，片子节奏都是牛逼的作品 看报道有人竟然提议将竞技游戏加入奥运，好搞笑，那是运动吗？ 宛若智障 电竞很多年前就被加入国家体育项目了 你都说了奥运的本质了。。竞技。。所以。为啥不行呢。哈哈 勇往直前，不再逃离 为了和平 巴西流氓国家 这些人还奔着奥运精神去参加，但是现在还有所谓的奥运精神吗 希望他们能过上越来越好的生活 很感人 喜欢，感动 感谢奥运会还记起被大多数遗忘的人 真的是需要付出很多的努力 真的挺动人的 
